Monster	AttackStyle	XP/hr	GP/hr	Cost/hr	Profitability	XP	Options
Reanimated Elf	range	361.5k XP/hr	0 GP/hr	807.7k cost gp/hr	0.0	352089	
Reanimated Elf	mage	359.8k XP/hr	0 GP/hr	803.9k cost gp/hr	0.0	352089	
Reanimated Elf	range-def	370.4k XP/hr	0 GP/hr	827.6k cost gp/hr	0.0	352089	
Reanimated Elf	mage-def	363.6k XP/hr	0 GP/hr	812.3k cost gp/hr	0.0	352089	
Reanimated Elf	atk-str-def	361.7k XP/hr	0 GP/hr	808.1k cost gp/hr	0.0	352089	
Reanimated Elf	range	364.7k XP/hr	0 GP/hr	814.9k cost gp/hr	0.0	352089	
Reanimated Elf	mage	370.2k XP/hr	0 GP/hr	827.2k cost gp/hr	0.0	352089	
Reanimated Elf	range-def	361k XP/hr	0 GP/hr	806.5k cost gp/hr	0.0	352089	
Reanimated Elf	mage-def	366.5k XP/hr	0 GP/hr	818.9k cost gp/hr	0.0	352089	
Reanimated Ogre	atk-str-def	348k XP/hr	0 GP/hr	807.6k cost gp/hr	0.0	338979	
Reanimated Ogre	range	356.5k XP/hr	0 GP/hr	827.5k cost gp/hr	0.0	338979	
Reanimated Ogre	mage	351.2k XP/hr	0 GP/hr	815k cost gp/hr	0.0	338979	
Reanimated Ogre	range-def	348.6k XP/hr	0 GP/hr	809k cost gp/hr	0.0	338979	
Reanimated Ogre	mage-def	355.8k XP/hr	0 GP/hr	825.8k cost gp/hr	0.0	338979	
Reanimated Ogre	atk-str-def	355.1k XP/hr	0 GP/hr	824.1k cost gp/hr	0.0	338979	
Reanimated Ogre	range	352.8k XP/hr	0 GP/hr	818.7k cost gp/hr	0.0	338979	
Reanimated Ogre	mage	355.9k XP/hr	0 GP/hr	826k cost gp/hr	0.0	338979	
Reanimated Ogre	range-def	341k XP/hr	0 GP/hr	791.4k cost gp/hr	0.0	338979	
Reanimated Ogre	mage-def	340.8k XP/hr	0 GP/hr	791k cost gp/hr	0.0	338979	
Reanimated Ogre	atk-str-def	339.1k XP/hr	0 GP/hr	787.1k cost gp/hr	0.0	338979	
Reanimated Ogre	range	336.8k XP/hr	0 GP/hr	781.7k cost gp/hr	0.0	338979	
Reanimated Ogre	mage	353.1k XP/hr	0 GP/hr	819.5k cost gp/hr	0.0	338979	
Reanimated Ogre	range-def	339.3k XP/hr	0 GP/hr	787.4k cost gp/hr	0.0	338979	
Reanimated Ogre	mage-def	353k XP/hr	0 GP/hr	819.2k cost gp/hr	0.0	338979	
Ankou	mage-def	346.2k XP/hr	448.6k GP/hr	772.7k cost gp/hr	0.6	335363	Burst
Ankou	mage	334.5k XP/hr	444.1k GP/hr	746.7k cost gp/hr	0.6	335363	Burst
Ankou	mage	347k XP/hr	504.9k GP/hr	774.6k cost gp/hr	0.7	335363	Burst
Ankou	mage-def	351.9k XP/hr	494.5k GP/hr	785.5k cost gp/hr	0.6	335363	Burst
Ankou	mage-def	346k XP/hr	475.9k GP/hr	772.4k cost gp/hr	0.6	335363	Burst
Warped Jelly	mage-def	332.3k XP/hr	453.2k GP/hr	794.8k cost gp/hr	0.6	334297	Burst
Warped Jelly	mage	338.8k XP/hr	631.6k GP/hr	810.4k cost gp/hr	0.8	334297	Burst
Warped Jelly	mage	349.9k XP/hr	658.5k GP/hr	836.9k cost gp/hr	0.8	334297	Burst
Warped Jelly	mage-def	351.9k XP/hr	570.2k GP/hr	841.6k cost gp/hr	0.7	334297	Burst
Warped Jelly	mage-def	337.9k XP/hr	658.3k GP/hr	808.1k cost gp/hr	0.8	334297	Burst
Reanimated Unicorn	atk-str-def	336.7k XP/hr	0 GP/hr	515.7k cost gp/hr	0.0	329636	
Reanimated Unicorn	range	333.7k XP/hr	0 GP/hr	511.1k cost gp/hr	0.0	329636	
Reanimated Unicorn	mage	336.2k XP/hr	0 GP/hr	514.9k cost gp/hr	0.0	329636	
Reanimated Unicorn	range-def	333.6k XP/hr	0 GP/hr	510.9k cost gp/hr	0.0	329636	
Reanimated Unicorn	mage-def	327.4k XP/hr	0 GP/hr	501.3k cost gp/hr	0.0	329636	
Reanimated Unicorn	atk-str-def	338.7k XP/hr	0 GP/hr	518.8k cost gp/hr	0.0	329636	
Reanimated Unicorn	range	345.5k XP/hr	0 GP/hr	529.1k cost gp/hr	0.0	329636	
Reanimated Unicorn	mage	336k XP/hr	0 GP/hr	514.5k cost gp/hr	0.0	329636	
Reanimated Unicorn	range-def	330.6k XP/hr	0 GP/hr	506.3k cost gp/hr	0.0	329636	
Reanimated Unicorn	mage-def	329.6k XP/hr	0 GP/hr	504.7k cost gp/hr	0.0	329636	
Reanimated Unicorn	atk-str-def	335.5k XP/hr	0 GP/hr	513.9k cost gp/hr	0.0	329636	
Reanimated Unicorn	range	328k XP/hr	0 GP/hr	502.3k cost gp/hr	0.0	329636	
Reanimated Unicorn	mage	330.3k XP/hr	0 GP/hr	505.8k cost gp/hr	0.0	329636	
Reanimated Unicorn	range-def	339.6k XP/hr	0 GP/hr	520.1k cost gp/hr	0.0	329636	
Reanimated Unicorn	mage-def	329.8k XP/hr	0 GP/hr	505k cost gp/hr	0.0	329636	
Reanimated Bear	atk-str-def	336.7k XP/hr	0 GP/hr	527.9k cost gp/hr	0.0	322020	
Reanimated Bear	range	332.2k XP/hr	0 GP/hr	520.8k cost gp/hr	0.0	322020	
Reanimated Bear	mage	323.1k XP/hr	0 GP/hr	506.5k cost gp/hr	0.0	322020	
Reanimated Bear	range-def	336.8k XP/hr	0 GP/hr	527.9k cost gp/hr	0.0	322020	
Reanimated Bear	mage-def	327.1k XP/hr	0 GP/hr	512.8k cost gp/hr	0.0	322020	
Reanimated Bear	atk-str-def	329.9k XP/hr	0 GP/hr	517.1k cost gp/hr	0.0	322020	
Reanimated Bear	range	326.6k XP/hr	0 GP/hr	512.1k cost gp/hr	0.0	322020	
Reanimated Bear	mage	333.3k XP/hr	0 GP/hr	522.5k cost gp/hr	0.0	322020	
Reanimated Bear	range-def	328.5k XP/hr	0 GP/hr	515k cost gp/hr	0.0	322020	
Reanimated Bear	mage-def	334k XP/hr	0 GP/hr	523.6k cost gp/hr	0.0	322020	
Reanimated Bear	atk-str-def	326.9k XP/hr	0 GP/hr	512.5k cost gp/hr	0.0	322020	
Reanimated Bear	range	338.9k XP/hr	0 GP/hr	531.3k cost gp/hr	0.0	322020	
Reanimated Bear	mage	335.6k XP/hr	0 GP/hr	526.1k cost gp/hr	0.0	322020	
Reanimated Bear	range-def	332.1k XP/hr	0 GP/hr	520.6k cost gp/hr	0.0	322020	
Reanimated Bear	mage-def	327.1k XP/hr	0 GP/hr	512.8k cost gp/hr	0.0	322020	
Reanimated Giant	atk-str-def	330.6k XP/hr	0 GP/hr	822.5k cost gp/hr	0.0	316209	
Reanimated Giant	range	324.2k XP/hr	0 GP/hr	806.6k cost gp/hr	0.0	316209	
Reanimated Giant	mage	327.9k XP/hr	0 GP/hr	815.8k cost gp/hr	0.0	316209	
Reanimated Giant	range-def	313.4k XP/hr	0 GP/hr	779.7k cost gp/hr	0.0	316209	
Reanimated Giant	mage-def	331.1k XP/hr	0 GP/hr	823.8k cost gp/hr	0.0	316209	
Reanimated Giant	atk-str-def	318.6k XP/hr	0 GP/hr	792.8k cost gp/hr	0.0	316209	
Reanimated Giant	range	323.7k XP/hr	0 GP/hr	805.4k cost gp/hr	0.0	316209	
Reanimated Giant	mage	317.5k XP/hr	0 GP/hr	789.9k cost gp/hr	0.0	316209	
Reanimated Giant	range-def	324.9k XP/hr	0 GP/hr	808.4k cost gp/hr	0.0	316209	
Reanimated Giant	mage-def	317k XP/hr	0 GP/hr	788.8k cost gp/hr	0.0	316209	
Reanimated Giant	atk-str-def	315.6k XP/hr	0 GP/hr	785.2k cost gp/hr	0.0	316209	
Reanimated Giant	range	325.3k XP/hr	0 GP/hr	809.4k cost gp/hr	0.0	316209	
Reanimated Giant	mage	326.3k XP/hr	0 GP/hr	811.8k cost gp/hr	0.0	316209	
Reanimated Giant	range-def	326.6k XP/hr	0 GP/hr	812.5k cost gp/hr	0.0	316209	
Reanimated Giant	mage-def	321.3k XP/hr	0 GP/hr	799.4k cost gp/hr	0.0	316209	
Fire Giant	atk-str-def	327.2k XP/hr	514.4k GP/hr	439.8k cost gp/hr	1.2	314778	
Fire Giant	range	320.4k XP/hr	420.8k GP/hr	430.6k cost gp/hr	1.0	314778	
Fire Giant	mage	317.1k XP/hr	499.6k GP/hr	426.3k cost gp/hr	1.2	314778	
Fire Giant	range-def	316.6k XP/hr	399.3k GP/hr	425.6k cost gp/hr	0.9	314778	
Fire Giant	mage-def	316.1k XP/hr	410.9k GP/hr	424.9k cost gp/hr	1.0	314778	
Reanimated Scorpion	atk-str-def	321.3k XP/hr	0 GP/hr	526.9k cost gp/hr	0.0	307876	
Reanimated Scorpion	range	313.6k XP/hr	0 GP/hr	514.2k cost gp/hr	0.0	307876	
Reanimated Scorpion	mage	308.8k XP/hr	0 GP/hr	506.4k cost gp/hr	0.0	307876	
Reanimated Scorpion	range-def	305.6k XP/hr	0 GP/hr	501k cost gp/hr	0.0	307876	
Reanimated Scorpion	mage-def	308.8k XP/hr	0 GP/hr	506.4k cost gp/hr	0.0	307876	
Reanimated Scorpion	atk-str-def	320.9k XP/hr	0 GP/hr	526.2k cost gp/hr	0.0	307876	
Reanimated Scorpion	range	305.6k XP/hr	0 GP/hr	501.1k cost gp/hr	0.0	307876	
Reanimated Scorpion	mage	316.1k XP/hr	0 GP/hr	518.3k cost gp/hr	0.0	307876	
Reanimated Scorpion	range-def	309.8k XP/hr	0 GP/hr	508k cost gp/hr	0.0	307876	
Reanimated Scorpion	mage-def	317.2k XP/hr	0 GP/hr	520.1k cost gp/hr	0.0	307876	
Reanimated Scorpion	atk-str-def	316.3k XP/hr	0 GP/hr	518.7k cost gp/hr	0.0	307876	
Reanimated Scorpion	range	316.7k XP/hr	0 GP/hr	519.3k cost gp/hr	0.0	307876	
Reanimated Scorpion	mage	318.5k XP/hr	0 GP/hr	522.3k cost gp/hr	0.0	307876	
Reanimated Scorpion	range-def	311.4k XP/hr	0 GP/hr	510.6k cost gp/hr	0.0	307876	
Reanimated Scorpion	mage-def	307.4k XP/hr	0 GP/hr	504.1k cost gp/hr	0.0	307876	
Drake	atk-str-def	309.7k XP/hr	1.9m GP/hr	676.8k cost gp/hr	2.8	307833.5	
Smoke Devil	range	310.5k XP/hr	4.2m GP/hr	705.2k cost gp/hr	6.0	306228	
Smoke Devil	mage	312.6k XP/hr	3.5m GP/hr	715.7k cost gp/hr	4.9	303778	
Smoke Devil	range-def	311.5k XP/hr	2.9m GP/hr	716.6k cost gp/hr	4.1	302385	
Dust Devil	atk-str-def	296.8k XP/hr	1.4m GP/hr	402k cost gp/hr	3.5	297763	
Dust Devil	range	298.8k XP/hr	1.5m GP/hr	404.8k cost gp/hr	3.8	297763	
Dust Devil	mage	302.8k XP/hr	1.6m GP/hr	410.2k cost gp/hr	3.8	297763	
Dust Devil	range-def	312.6k XP/hr	1.5m GP/hr	423.4k cost gp/hr	3.6	297763	
Dust Devil	mage-def	296.8k XP/hr	1.4m GP/hr	402.1k cost gp/hr	3.6	297763	
Reanimated Chaos Druid	atk-str-def	292.8k XP/hr	0 GP/hr	785.1k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	range	294.1k XP/hr	0 GP/hr	788.4k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	mage	299.5k XP/hr	0 GP/hr	802.9k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	range-def	293.9k XP/hr	0 GP/hr	787.9k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	mage-def	294.9k XP/hr	0 GP/hr	790.7k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	atk-str-def	291.2k XP/hr	0 GP/hr	780.6k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	range	291.1k XP/hr	0 GP/hr	780.4k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	mage	307.2k XP/hr	0 GP/hr	823.7k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	range-def	308.1k XP/hr	0 GP/hr	825.9k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	mage-def	306.7k XP/hr	0 GP/hr	822.2k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	atk-str-def	292k XP/hr	0 GP/hr	783k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	range	306.1k XP/hr	0 GP/hr	820.7k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	mage	291.3k XP/hr	0 GP/hr	781.1k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	range-def	292.4k XP/hr	0 GP/hr	783.8k cost gp/hr	0.0	293439	
Reanimated Chaos Druid	mage-def	295.2k XP/hr	0 GP/hr	791.4k cost gp/hr	0.0	293439	
Black Demon	range	283.9k XP/hr	579.9k GP/hr	431.9k cost gp/hr	1.3	277408	
Black Demon	mage	275.2k XP/hr	566.9k GP/hr	418.6k cost gp/hr	1.4	277408	
Black Demon	range-def	291k XP/hr	637.1k GP/hr	442.7k cost gp/hr	1.4	277408	
Black Demon	mage-def	277.8k XP/hr	538.2k GP/hr	422.7k cost gp/hr	1.3	277408	
Black Demon	atk-str-def	290.8k XP/hr	605k GP/hr	442.3k cost gp/hr	1.4	277407	
Giant spider	range	289.5k XP/hr	0 GP/hr	112.6k cost gp/hr	0.0	276893	
Giant spider	mage	292.5k XP/hr	0 GP/hr	113.8k cost gp/hr	0.0	276893	
Giant spider	range-def	296k XP/hr	0 GP/hr	115.1k cost gp/hr	0.0	276893	
Giant spider	mage-def	298.4k XP/hr	0 GP/hr	116k cost gp/hr	0.0	276893	
Giant spider	atk-str-def	284k XP/hr	0 GP/hr	110.4k cost gp/hr	0.0	276891	
Ankou	mage-def	282.3k XP/hr	682.7k GP/hr	829.2k cost gp/hr	0.8	274215	Barrage
Ankou	mage	281.2k XP/hr	699.2k GP/hr	825.9k cost gp/hr	0.8	274215	Barrage
Ankou	mage	281.4k XP/hr	700k GP/hr	826.4k cost gp/hr	0.8	274215	Barrage
Ankou	mage-def	281k XP/hr	711.3k GP/hr	825.3k cost gp/hr	0.9	274215	Barrage
Ankou	mage-def	281.2k XP/hr	644.3k GP/hr	826k cost gp/hr	0.8	274215	Barrage
Reanimated Dog	atk-str-def	282.3k XP/hr	0 GP/hr	818.5k cost gp/hr	0.0	271359	
Reanimated Dog	range	272.7k XP/hr	0 GP/hr	790.7k cost gp/hr	0.0	271359	
Reanimated Dog	mage	278.6k XP/hr	0 GP/hr	807.7k cost gp/hr	0.0	271359	
Reanimated Dog	range-def	284.8k XP/hr	0 GP/hr	825.7k cost gp/hr	0.0	271359	
Reanimated Dog	mage-def	269k XP/hr	0 GP/hr	779.9k cost gp/hr	0.0	271359	
Reanimated Dog	atk-str-def	279.9k XP/hr	0 GP/hr	811.5k cost gp/hr	0.0	271359	
Reanimated Dog	range	270.7k XP/hr	0 GP/hr	784.8k cost gp/hr	0.0	271359	
Reanimated Dog	mage	279.6k XP/hr	0 GP/hr	810.5k cost gp/hr	0.0	271359	
Reanimated Dog	range-def	276k XP/hr	0 GP/hr	800.2k cost gp/hr	0.0	271359	
Reanimated Dog	mage-def	269.3k XP/hr	0 GP/hr	780.9k cost gp/hr	0.0	271359	
Reanimated Dog	atk-str-def	278.4k XP/hr	0 GP/hr	807.1k cost gp/hr	0.0	271359	
Reanimated Dog	range	271.2k XP/hr	0 GP/hr	786.4k cost gp/hr	0.0	271359	
Reanimated Dog	mage	272k XP/hr	0 GP/hr	788.5k cost gp/hr	0.0	271359	
Reanimated Dog	range-def	271.4k XP/hr	0 GP/hr	786.8k cost gp/hr	0.0	271359	
Reanimated Dog	mage-def	270.7k XP/hr	0 GP/hr	784.9k cost gp/hr	0.0	271359	
Dust Devil	mage-def	271.2k XP/hr	1.6m GP/hr	531.1k cost gp/hr	3.0	267189	Burst
Dust Devil	mage	275k XP/hr	1.8m GP/hr	538.6k cost gp/hr	3.3	267189	Burst
Dust Devil	mage-def	267.4k XP/hr	1.8m GP/hr	523.7k cost gp/hr	3.5	267189	Burst
Alchemical Hydra	atk-str-def	280.6k XP/hr	4.1m GP/hr	779.9k cost gp/hr	5.3	265769	
Alchemical Hydra	atk-str-def	278.2k XP/hr	4.3m GP/hr	773.2k cost gp/hr	5.5	265769	
Alchemical Hydra	atk-str-def	280.9k XP/hr	4.5m GP/hr	780.7k cost gp/hr	5.8	265769	
Greater Nechryael	mage	268.1k XP/hr	2m GP/hr	481.9k cost gp/hr	4.1	265324	Burst
Greater Nechryael	mage-def	279.9k XP/hr	3m GP/hr	503k cost gp/hr	6.1	265324	Burst
Dust Devil	mage	270.4k XP/hr	1.7m GP/hr	533.5k cost gp/hr	3.2	265195	Burst
Dust Devil	mage-def	266.3k XP/hr	1.7m GP/hr	525.5k cost gp/hr	3.1	265195	Burst
Ankou	atk-str-def	275.2k XP/hr	363.9k GP/hr	573.1k cost gp/hr	0.6	264720	
Ankou	range	269.6k XP/hr	387.6k GP/hr	561.4k cost gp/hr	0.7	264720	
Ankou	mage	270.2k XP/hr	336.8k GP/hr	562.6k cost gp/hr	0.6	264720	
Ankou	range-def	265.2k XP/hr	376.6k GP/hr	552.3k cost gp/hr	0.7	264720	
Ankou	mage-def	273.1k XP/hr	407.9k GP/hr	568.7k cost gp/hr	0.7	264720	
Greater Nechryael	mage-def	273.9k XP/hr	2.2m GP/hr	497.5k cost gp/hr	4.4	262588	Burst
Greater Nechryael	mage	265.9k XP/hr	1.9m GP/hr	482.8k cost gp/hr	4.0	262588	Burst
Greater Nechryael	mage	271.2k XP/hr	2.9m GP/hr	492.4k cost gp/hr	6.0	262588	Burst
Fire Giant	atk-str-def	263.4k XP/hr	654.7k GP/hr	385.3k cost gp/hr	1.7	262080	
Fire Giant	range	264k XP/hr	676.3k GP/hr	386.1k cost gp/hr	1.8	262080	
Fire Giant	mage	262k XP/hr	647.1k GP/hr	383.2k cost gp/hr	1.7	262080	
Fire Giant	range-def	272.3k XP/hr	726.4k GP/hr	398.2k cost gp/hr	1.8	262080	
Fire Giant	mage-def	262.1k XP/hr	655.9k GP/hr	383.3k cost gp/hr	1.7	262080	
Drake	range	260.5k XP/hr	1.3m GP/hr	592.5k cost gp/hr	2.3	261580	
Drake	mage	276.1k XP/hr	2.1m GP/hr	628.1k cost gp/hr	3.4	261580	
Drake	range-def	266.3k XP/hr	1.8m GP/hr	605.8k cost gp/hr	2.9	261580	
Drake	mage-def	266.6k XP/hr	2.1m GP/hr	606.5k cost gp/hr	3.5	261580	
Greater Nechryael	mage	267.1k XP/hr	3.4m GP/hr	487.7k cost gp/hr	7.0	261221	Burst
TzHaar-Ket	mage-def	277.2k XP/hr	1.8m GP/hr	177.5k cost gp/hr	10.3	258770	Burst
TzHaar-Ket	mage	274.5k XP/hr	1.6m GP/hr	175.8k cost gp/hr	9.2	258770	Burst
TzHaar-Ket	mage	276.8k XP/hr	2.2m GP/hr	177.3k cost gp/hr	12.4	258770	Burst
TzHaar-Ket	mage-def	275.5k XP/hr	1.8m GP/hr	176.4k cost gp/hr	10.3	258770	Burst
TzHaar-Ket	mage-def	279.4k XP/hr	3.1m GP/hr	179k cost gp/hr	17.1	258770	Burst
Greater Nechryael	mage-def	266.1k XP/hr	2.6m GP/hr	490.9k cost gp/hr	5.3	258485	Burst
Greater Nechryael	mage-def	267.3k XP/hr	2.2m GP/hr	493.2k cost gp/hr	4.5	258485	Burst
Greater Nechryael	mage-def	269.1k XP/hr	2.1m GP/hr	496.5k cost gp/hr	4.1	258485	Burst
Grotesque Guardians	atk-str-def	263.4k XP/hr	2.1m GP/hr	459k cost gp/hr	4.5	258174	
Grotesque Guardians	range	255.9k XP/hr	1.9m GP/hr	446k cost gp/hr	4.2	258174	
Grotesque Guardians	mage	262.9k XP/hr	1.9m GP/hr	458.2k cost gp/hr	4.2	258174	
Grotesque Guardians	range-def	256.3k XP/hr	1.5m GP/hr	446.7k cost gp/hr	3.3	258174	
Grotesque Guardians	mage-def	261.3k XP/hr	1.9m GP/hr	455.3k cost gp/hr	4.1	258174	
Grotesque Guardians	atk-str-def	259.5k XP/hr	1.8m GP/hr	452.2k cost gp/hr	4.1	258174	
Grotesque Guardians	range	265.3k XP/hr	1.8m GP/hr	462.3k cost gp/hr	4.0	258174	
Grotesque Guardians	mage	270.2k XP/hr	2.4m GP/hr	470.8k cost gp/hr	5.1	258174	
Grotesque Guardians	range-def	260.4k XP/hr	1.8m GP/hr	453.8k cost gp/hr	4.0	258174	
Grotesque Guardians	mage-def	271.5k XP/hr	2.9m GP/hr	473.1k cost gp/hr	6.2	258174	
Grotesque Guardians	atk-str-def	256.3k XP/hr	1.9m GP/hr	446.6k cost gp/hr	4.3	258174	
Grotesque Guardians	range	263.5k XP/hr	1.9m GP/hr	459.2k cost gp/hr	4.0	258174	
Grotesque Guardians	mage	270.9k XP/hr	1.8m GP/hr	472.1k cost gp/hr	3.9	258174	
Grotesque Guardians	range-def	266.6k XP/hr	1.7m GP/hr	464.6k cost gp/hr	3.7	258174	
Grotesque Guardians	mage-def	260.5k XP/hr	2.4m GP/hr	453.9k cost gp/hr	5.3	258174	
Abyssal Demon	mage	261k XP/hr	1.1m GP/hr	633.4k cost gp/hr	1.8	257590	Burst
Greater Nechryael	mage-def	265.4k XP/hr	1.8m GP/hr	494.9k cost gp/hr	3.5	255750	Burst
Abyssal Demon	mage	263k XP/hr	881.8k GP/hr	643.5k cost gp/hr	1.4	255521	Burst
Abyssal Demon	mage-def	260.1k XP/hr	1.1m GP/hr	636.2k cost gp/hr	1.8	255521	Burst
Abyssal Demon	mage-def	262.4k XP/hr	2.9m GP/hr	647.1k cost gp/hr	4.4	253452	Burst
Dark Beast	range	252.5k XP/hr	1.5m GP/hr	567.9k cost gp/hr	2.7	250241.6	
Dark Beast	mage	258.5k XP/hr	554.6k GP/hr	581.5k cost gp/hr	1.0	250241.6	
Dark Beast	range-def	251.5k XP/hr	425.1k GP/hr	565.8k cost gp/hr	0.8	250241.6	
Dark Beast	mage-def	254.1k XP/hr	1.7m GP/hr	571.5k cost gp/hr	3.0	250241.6	
Dark Beast	atk-str-def	262.4k XP/hr	1.6m GP/hr	590.3k cost gp/hr	2.7	250239.6	
Abyssal Demon	mage-def	258.1k XP/hr	2.9m GP/hr	649.8k cost gp/hr	4.4	248280	Burst
Dust Devil	range	247.8k XP/hr	1.6m GP/hr	366.4k cost gp/hr	4.4	247914	
Dust Devil	mage	249.8k XP/hr	1.6m GP/hr	369.3k cost gp/hr	4.3	247914	
Dust Devil	range-def	248.2k XP/hr	1.7m GP/hr	367k cost gp/hr	4.5	247914	
Dust Devil	mage-def	259.9k XP/hr	1.8m GP/hr	384.2k cost gp/hr	4.7	247914	
Catablepon	range	250.2k XP/hr	182.9k GP/hr	348.4k cost gp/hr	0.5	246806	
Catablepon	mage	254.4k XP/hr	161.1k GP/hr	354.2k cost gp/hr	0.5	246806	
Catablepon	range-def	245.2k XP/hr	151.6k GP/hr	341.4k cost gp/hr	0.4	246806	
Catablepon	mage-def	247.7k XP/hr	161k GP/hr	344.9k cost gp/hr	0.5	246806	
Catablepon	atk-str-def	245.9k XP/hr	132.8k GP/hr	342.3k cost gp/hr	0.4	246804	
Dust Devil	atk-str-def	245.4k XP/hr	1.6m GP/hr	365.8k cost gp/hr	4.5	245920	
Gargoyle	atk-str-def	249.3k XP/hr	1.6m GP/hr	239.4k cost gp/hr	6.8	244591	
Gargoyle	range	245.9k XP/hr	1.6m GP/hr	236.1k cost gp/hr	7.0	244591	
Gargoyle	mage	247.5k XP/hr	1.3m GP/hr	237.7k cost gp/hr	5.4	244591	
Gargoyle	range-def	252.9k XP/hr	1.8m GP/hr	242.8k cost gp/hr	7.2	244591	
Gargoyle	mage-def	253.8k XP/hr	1.8m GP/hr	243.7k cost gp/hr	7.3	244591	
Gargoyle	atk-str-def	245.6k XP/hr	1.3m GP/hr	235.8k cost gp/hr	5.6	244591	
Gargoyle	range	250.3k XP/hr	1.5m GP/hr	240.3k cost gp/hr	6.2	244591	
Gargoyle	mage	250.4k XP/hr	1.6m GP/hr	240.5k cost gp/hr	6.6	244591	
Gargoyle	range-def	245.9k XP/hr	1.5m GP/hr	236.1k cost gp/hr	6.5	244591	
Gargoyle	mage-def	252.6k XP/hr	1.5m GP/hr	242.6k cost gp/hr	6.1	244591	
Gargoyle	atk-str-def	245.7k XP/hr	1.6m GP/hr	236k cost gp/hr	6.9	244591	
Gargoyle	range	256.2k XP/hr	1.3m GP/hr	246k cost gp/hr	5.4	244591	
Gargoyle	mage	256.3k XP/hr	1.8m GP/hr	246.1k cost gp/hr	7.2	244591	
Gargoyle	range-def	254.1k XP/hr	1.4m GP/hr	244k cost gp/hr	5.7	244591	
Gargoyle	mage-def	249.4k XP/hr	1.4m GP/hr	239.5k cost gp/hr	5.7	244591	
Reanimated Minotaur	range	252.2k XP/hr	0 GP/hr	520.9k cost gp/hr	0.0	244419	
Reanimated Minotaur	mage	256.2k XP/hr	0 GP/hr	529.1k cost gp/hr	0.0	244419	
Reanimated Minotaur	range-def	246.7k XP/hr	0 GP/hr	509.5k cost gp/hr	0.0	244419	
Reanimated Minotaur	mage-def	256.7k XP/hr	0 GP/hr	530.1k cost gp/hr	0.0	244419	
Reanimated Minotaur	range	246.3k XP/hr	0 GP/hr	508.8k cost gp/hr	0.0	244419	
Reanimated Minotaur	mage	246.3k XP/hr	0 GP/hr	508.7k cost gp/hr	0.0	244419	
Reanimated Minotaur	range-def	253k XP/hr	0 GP/hr	522.6k cost gp/hr	0.0	244419	
Reanimated Minotaur	mage-def	249.5k XP/hr	0 GP/hr	515.2k cost gp/hr	0.0	244419	
Reanimated Minotaur	range	244.4k XP/hr	0 GP/hr	504.8k cost gp/hr	0.0	244419	
Reanimated Minotaur	mage	247.8k XP/hr	0 GP/hr	511.8k cost gp/hr	0.0	244419	
Reanimated Minotaur	range-def	247k XP/hr	0 GP/hr	510.1k cost gp/hr	0.0	244419	
Reanimated Minotaur	mage-def	252.1k XP/hr	0 GP/hr	520.7k cost gp/hr	0.0	244419	
Reanimated Minotaur	atk-str-def	243.8k XP/hr	0 GP/hr	503.5k cost gp/hr	0.0	244418	
Reanimated Minotaur	atk-str-def	249.9k XP/hr	0 GP/hr	516.2k cost gp/hr	0.0	244418	
Reanimated Minotaur	atk-str-def	249.4k XP/hr	0 GP/hr	515.1k cost gp/hr	0.0	244418	
Greater Nechryael	range	249.8k XP/hr	2.1m GP/hr	332.3k cost gp/hr	6.4	243441	
Greater Nechryael	atk-str-def	256k XP/hr	3.1m GP/hr	340.6k cost gp/hr	9.0	243440	
Greater Nechryael	atk-str-def	249.7k XP/hr	2.4m GP/hr	334k cost gp/hr	7.2	242074	
Greater Nechryael	range	254.5k XP/hr	2.2m GP/hr	340.5k cost gp/hr	6.5	242074	
Greater Nechryael	mage	250k XP/hr	1.5m GP/hr	334.5k cost gp/hr	4.6	242074	
Cerberus	atk-str-def	247.8k XP/hr	1.2m GP/hr	740.5k cost gp/hr	1.6	241795	
Cerberus	range	247.7k XP/hr	8.1m GP/hr	740.1k cost gp/hr	10.9	241795	
Cerberus	mage	255.7k XP/hr	1.2m GP/hr	764k cost gp/hr	1.6	241795	
Cerberus	range-def	250.5k XP/hr	1m GP/hr	748.6k cost gp/hr	1.4	241795	
Cerberus	mage-def	247k XP/hr	1.3m GP/hr	738.1k cost gp/hr	1.7	241795	
Cerberus	atk-str-def	244.9k XP/hr	1.2m GP/hr	731.6k cost gp/hr	1.7	241795	
Cerberus	range	257.4k XP/hr	1.4m GP/hr	769k cost gp/hr	1.8	241795	
Cerberus	mage	254.5k XP/hr	1.4m GP/hr	760.4k cost gp/hr	1.8	241795	
