Monster	AttackStyle	XP/hr	attack XP/hr	strength XP/hr	defence XP/hr	magic XP/hr	ranged XP/hr	hitpoints XP/hr	slayer XP/hr	Options	Food	GP/hr	Cost/hr	Raw Command	Raw Trip
Abyssal Demon	mage-def	435k XP/hr	84.1k	84.1k	84.1k	0	0	83.9k	63.1k		662.5 Sharks/hr	 Loot/hr	3918.4/hr Water rune,1959.2/hr Death rune,3918.4/hr Chaos rune,662.5/hr Shark Cost/hr	{"duration":85583400,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","35% for Ice Burst","15% boost for Kodai wand","2% for Shark","Removing items: 93.2k Chaos rune, 46.6k Death rune, 15.8k Shark, 93.2k Water rune"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
Abyssal Demon	mage-def	435k XP/hr	0	0	126.2k	0	126.2k	83.9k	63.1k		662.5 Sharks/hr	 Loot/hr	3918.4/hr Water rune,1959.2/hr Death rune,3918.4/hr Chaos rune,662.5/hr Shark Cost/hr	{"duration":85583400,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","35% for Ice Burst","15% boost for Kodai wand","2% for Shark","Removing items: 93.2k Chaos rune, 46.6k Death rune, 15.8k Shark, 93.2k Water rune"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
Abyssal Demon	mage-def	435k XP/hr	0	0	126.2k	126.2k	0	83.9k	63.1k		662.5 Sharks/hr	 Loot/hr	3918.4/hr Water rune,1959.2/hr Death rune,3918.4/hr Chaos rune,662.5/hr Shark Cost/hr	{"duration":85583400,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","35% for Ice Burst","15% boost for Kodai wand","2% for Shark","Removing items: 93.2k Chaos rune, 46.6k Death rune, 15.8k Shark, 93.2k Water rune"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
Abyssal Demon	mage-def	240k XP/hr	0	0	69.7k	69.7k	0	46.4k	34.9k		366.0 Sharks/hr	 Loot/hr	366.0/hr Shark Cost/hr	{"duration":154908600,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","2% for Shark","Removing items: 15.8k Shark"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
Abyssal Demon	mage-def	240k XP/hr	0	0	69.7k	69.7k	0	46.4k	34.9k		366.0 Sharks/hr	 Loot/hr	366.0/hr Shark Cost/hr	{"duration":154908600,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","2% for Shark","Removing items: 15.8k Shark"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
Abyssal Demon	mage	262k XP/hr	0	0	0	0	152k	50.5k	38k		401.2 Sharks/hr	 Loot/hr	3918.4/hr Water rune,1959.2/hr Death rune,3918.4/hr Chaos rune,401.2/hr Shark Cost/hr	{"duration":141325800,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["magic"],"currentTaskOptions":{"hasWildySupplies":true,"died":false,"pkEncounters":26},"messages":["15.00% for stats","10% for KC","35% for Ice Burst","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 1.96% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.26x from risky Wilderness experience, 1x from being in no multi)","Removing items: 153.8k Chaos rune, 76.9k Death rune, 15.8k Shark, 153.8k Water rune"]}	{"quantity":9945,"messages":["You missed out on 55x kills because of pk encounters","845325 Prayer XP from purifying 9945x Abyssal ashes using the Ash Sanctifier (990055 charges left).","You killed 9945x of your 10000 remaining kills, you now have 55 kills remaining."],"newKC":9945}
Abyssal Demon	mage	377k XP/hr	0	0	0	218.7k	0	72.7k	54.7k		579.5 Sharks/hr	 Loot/hr	5877.6/hr Water rune,3918.4/hr Death rune,1959.2/hr Blood rune,579.5/hr Shark Cost/hr	{"duration":97843200,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["magic"],"currentTaskOptions":{"hasWildySupplies":true,"died":false,"pkEncounters":30},"messages":["15.00% for stats","10% for KC","55% for Ice Barrage","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 1.37% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.18x from risky Wilderness experience, 1x from being in no multi)","Removing items: 53.2k Blood rune, 106.5k Death rune, 15.8k Shark, 159.7k Water rune"]}	{"quantity":9908,"messages":["You missed out on 92x kills because of pk encounters","842180 Prayer XP from purifying 9908x Abyssal ashes using the Ash Sanctifier (990092 charges left).","You killed 9908x of your 10000 remaining kills, you now have 92 kills remaining."],"newKC":9908}
Abyssal Demon	mage	170k XP/hr	0	0	0	98.5k	0	32.8k	24.6k		260.8 Sharks/hr	 Loot/hr	260.8/hr Shark Cost/hr	{"duration":217413000,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["magic"],"currentTaskOptions":{"hasWildySupplies":true,"died":false,"pkEncounters":61},"messages":["15.00% for stats","10% for KC","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 1.47% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.20x from risky Wilderness experience, 1x from being in no multi)","Removing items: 15.8k Shark"]}	{"quantity":9916,"messages":["You missed out on 84x kills because of pk encounters","842860 Prayer XP from purifying 9916x Abyssal ashes using the Ash Sanctifier (990084 charges left).","You killed 9916x of your 10000 remaining kills, you now have 84 kills remaining."],"newKC":9916}
Abyssal Demon	mage	375k XP/hr	0	0	0	0	217.3k	72.2k	54.3k		579.5 Sharks/hr	 Loot/hr	5877.6/hr Water rune,3918.4/hr Death rune,1959.2/hr Blood rune,579.5/hr Shark Cost/hr	{"duration":97843200,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["magic"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":26},"messages":["15.00% for stats","10% for KC","55% for Ice Barrage","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 1.99% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.27x from risky Wilderness experience, 1x from being in no multi)","Removing items: 53.2k Blood rune, 106.5k Death rune, 15.8k Shark, 159.7k Water rune"]}	{"quantity":9841,"messages":["You missed out on 159x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank.","836485 Prayer XP from purifying 9841x Abyssal ashes using the Ash Sanctifier (990159 charges left).","You killed 9841x of your 10000 remaining kills, you now have 159 kills remaining."],"newKC":9841}
Abyssal Demon	mage	259k XP/hr	0	0	0	150.5k	0	50k	37.6k		401.2 Sharks/hr	 Loot/hr	3918.4/hr Water rune,1959.2/hr Death rune,3918.4/hr Chaos rune,401.2/hr Shark Cost/hr	{"duration":141325800,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["magic"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":36},"messages":["15.00% for stats","10% for KC","35% for Ice Burst","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 1.65% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.22x from risky Wilderness experience, 1x from being in no multi)","Removing items: 153.8k Chaos rune, 76.9k Death rune, 15.8k Shark, 153.8k Water rune"]}	{"quantity":9847,"messages":["You missed out on 153x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank.","836995 Prayer XP from purifying 9847x Abyssal ashes using the Ash Sanctifier (990153 charges left).","You killed 9847x of your 10000 remaining kills, you now have 153 kills remaining."],"newKC":9847}
Abyssal Demon	mage	169k XP/hr	0	0	0	97.8k	0	32.5k	24.4k		260.8 Sharks/hr	 Loot/hr	260.8/hr Shark Cost/hr	{"duration":217413000,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["magic"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":57},"messages":["15.00% for stats","10% for KC","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 2.04% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.27x from risky Wilderness experience, 1x from being in no multi)","Removing items: 15.8k Shark"]}	{"quantity":9843,"messages":["You missed out on 157x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank.","836655 Prayer XP from purifying 9843x Abyssal ashes using the Ash Sanctifier (990157 charges left).","You killed 9843x of your 10000 remaining kills, you now have 157 kills remaining."],"newKC":9843}
Abyssal Demon	mage	168k XP/hr	0	0	0	97.6k	0	32.4k	24.4k		260.8 Sharks/hr	 Loot/hr	260.8/hr Shark Cost/hr	{"duration":217413000,"quantity":10000,"isOnTask":true,"isInWilderness":true,"attackStyles":["magic"],"currentTaskOptions":{"hasWildySupplies":true,"died":true,"pkEncounters":65},"messages":["15.00% for stats","10% for KC","2% for Shark","Your minion brought some supplies to survive potential pkers. (Handed back after trip if lucky), **PK Chance:** 1.68% per min (medium peak time)\n**Death Chance:** 2.41% per pk encounter (10% Base chance, 6.00x from wildy gear (weight 60% magic, 40% ranged, 20% melee), 0.5x from anti-pk supplies, 0.25x from overhead prayers, 0.32x from risky Wilderness experience, 1x from being in no multi)","Removing items: 15.8k Shark"]}	{"quantity":9821,"messages":["You missed out on 179x kills because of pk encounters and death","You died, you lost a lot of loot, and these equipped items: No items.. Your minion equips similar lost items from bank.","834785 Prayer XP from purifying 9821x Abyssal ashes using the Ash Sanctifier (990179 charges left).","You killed 9821x of your 10000 remaining kills, you now have 179 kills remaining."],"newKC":9821}
Abyssal Demon	mage	629k XP/hr	0	0	0	0	364.6k	121.2k	91.1k		956.9 Sharks/hr	 Loot/hr	5877.6/hr Water rune,3918.4/hr Death rune,1959.2/hr Blood rune,956.9/hr Shark Cost/hr	{"duration":59250800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","55% for Ice Barrage","15% boost for Kodai wand","2% for Shark","Removing items: 32.2k Blood rune, 64.5k Death rune, 15.8k Shark, 96.7k Water rune"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
Abyssal Demon	mage	629k XP/hr	0	0	0	364.6k	0	121.2k	91.1k		956.9 Sharks/hr	 Loot/hr	5877.6/hr Water rune,3918.4/hr Death rune,1959.2/hr Blood rune,956.9/hr Shark Cost/hr	{"duration":59250800,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","55% for Ice Barrage","15% boost for Kodai wand","2% for Shark","Removing items: 32.2k Blood rune, 64.5k Death rune, 15.8k Shark, 96.7k Water rune"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
Abyssal Demon	mage	240k XP/hr	0	0	0	139.4k	0	46.4k	34.9k		366.0 Sharks/hr	 Loot/hr	366.0/hr Shark Cost/hr	{"duration":154908600,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","2% for Shark","Removing items: 15.8k Shark"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
Abyssal Demon	mage	435k XP/hr	0	0	0	0	252.4k	83.9k	63.1k		662.5 Sharks/hr	 Loot/hr	3918.4/hr Water rune,1959.2/hr Death rune,3918.4/hr Chaos rune,662.5/hr Shark Cost/hr	{"duration":85583400,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","35% for Ice Burst","15% boost for Kodai wand","2% for Shark","Removing items: 93.2k Chaos rune, 46.6k Death rune, 15.8k Shark, 93.2k Water rune"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
Abyssal Demon	mage	435k XP/hr	0	0	0	252.4k	0	83.9k	63.1k		662.5 Sharks/hr	 Loot/hr	3918.4/hr Water rune,1959.2/hr Death rune,3918.4/hr Chaos rune,662.5/hr Shark Cost/hr	{"duration":85583400,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","35% for Ice Burst","15% boost for Kodai wand","2% for Shark","Removing items: 93.2k Chaos rune, 46.6k Death rune, 15.8k Shark, 93.2k Water rune"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
Abyssal Demon	mage	240k XP/hr	0	0	0	139.4k	0	46.4k	34.9k		366.0 Sharks/hr	 Loot/hr	366.0/hr Shark Cost/hr	{"duration":154908600,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Arclight","5% for Saradomin godsword","16.67% for Black mask on task","2% for Shark","Removing items: 15.8k Shark"]}	{"quantity":10000,"messages":["850000 Prayer XP from purifying 10000x Abyssal ashes using the Ash Sanctifier (990000 charges left).","**You've completed NaN tasks and received 4 points; giving you a total of 1004; return to a Slayer master.**"],"newKC":10000}
